Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
Cu2Zn1Ge1S1Se1Te2_stannite,HSE+SOC,-0.478464637,-0.988582166,0.393185093,14.14079605,13.60919833,14.26245129,115.6793316,111.4530409,109.4429326,13.89712276,5.179788778
Cu2Zn1Ge1S1Se2Te1_kesterite,HSE+SOC,-0.591773724,-1.092046477,1.262045076,14.43281862,14.44448587,13.39389007,108.0314472,113.5733083,115.1247718,9.117626272,38.42177697
Cu2Zn1Ge1S1Se3_kesterite,HSE+SOC,-0.69778448,-1.251351941,1.537756565,13.44440795,13.83731663,13.97414291,112.4620706,112.0384541,113.0593425,8.707609478,41.44177932
Cu2Zn1Ge1S1Se3_stannite,HSE+SOC,-0.653211478,-1.173204462,1.325192882,13.77291163,13.96601903,13.97724749,112.2935875,113.2832509,111.6536905,7.392543807,38.49089119
Cu2Zn1Ge1S1Te3_kesterite,HSE+SOC,-0.426210138,-1.026950441,0.78239103,14.15868888,14.6528441,14.6939654,114.6918878,108.5700314,108.2545878,10.9153597,23.16338322
Cu2Zn1Ge1S1Te3_stannite,HSE+SOC,-0.39179282,-0.949450188,0.08889416,13.81641043,14.5087276,13.8297405,115.9850809,112.4679674,111.2140927,12.2597639,5.022790333
Cu2Zn1Ge1S2Se1Te1_kesterite,HSE+SOC,-0.58041566,-1.092615665,1.149507462,13.61806047,13.70437704,13.92712717,110.2925989,111.4634919,113.0216965,8.9246407,36.15148704
Cu2Zn1Ge1S2Se1Te1_stannite,HSE+SOC,-0.587032459,-0.967949305,0.843173052,14.27291493,13.42649922,13.31748869,112.7582355,115.4330527,109.7827493,9.243144905,25.87318981
Cu2Zn1Ge1S2Se2_kesterite,HSE+SOC,-0.719316557,-1.339634351,1.757962723,13.3616024,13.65747011,12.87934424,109.5308462,110.0381017,111.7171423,8.117989696,40.66564554
Cu2Zn1Ge1S2Se2_stannite,HSE+SOC,-0.70046791,-1.208199696,1.614763233,14.01867122,13.2925825,12.99701463,110.7053295,108.4401213,116.384729,6.291661082,40.56877757
Cu2Zn1Ge1S2Te2_kesterite,HSE+SOC,-0.485803477,-0.888422814,1.208328828,14.21852759,13.76003694,13.44151161,111.874413,109.6285505,111.4040668,8.649678098,38.75873631
Cu2Zn1Ge1S2Te2_stannite,HSE+SOC,-0.481069038,-0.790066029,0.597610306,14.43109526,13.76637386,14.12069581,116.613523,112.6324137,114.7860916,8.754201931,15.181221
Cu2Zn1Ge1S3Se1_kesterite,HSE+SOC,-0.755176848,-1.30514337,1.943616975,13.82888828,13.21033967,13.45261799,108.1983881,113.3212239,114.8164627,7.693935106,36.92251335
Cu2Zn1Ge1S3Se1_stannite,HSE+SOC,-0.725277524,-1.282468085,1.855559593,12.87766882,12.83832363,12.86200341,111.0817683,112.5363169,112.5409875,6.550055363,38.55841153
Cu2Zn1Ge1S3Te1_kesterite,HSE+SOC,-0.620989402,-1.012183734,1.152641753,13.75164339,13.75419524,13.6960729,109.4716648,115.8557018,116.0434874,8.427562572,36.60149886
Cu2Zn1Ge1S3Te1_stannite,HSE+SOC,-0.614237836,-0.991853917,0.70258827,13.75312078,13.8457245,13.17829052,115.8991425,113.558023,117.1214129,8.38661336,18.49410565
Cu2Zn1Ge1S4_kesterite,HSE+SOC,-0.791944939,-1.281154753,2.573499203,6.604253436,6.496275745,13.50651751,115.3306264,108.3315171,109.8876845,4.838591233,25.27827264
Cu2Zn1Ge1S4_stannite,HSE+SOC,-0.776490606,-1.194322565,2.148585224,6.410723253,6.382899027,13.19776981,116.6958678,112.6283434,111.5576036,5.859360082,35.22713435
Cu2Zn1Ge1Se1Te3_kesterite,HSE+SOC,-0.407925644,-1.202711657,0.678832853,14.53979321,14.11210833,14.79621621,108.2629188,108.641311,112.0059399,11.62473081,19.59790833
Cu2Zn1Ge1Se1Te3_stannite,HSE+SOC,-0.402861616,-1.288385702,0.031060844,14.29780015,14.79713095,14.2609531,108.5722756,112.4241288,110.6446645,16.88181322,4.992755202
Cu2Zn1Ge1Se2Te2_kesterite,HSE+SOC,-0.492612268,-1.173649993,0.930629564,14.64966615,14.71196925,13.57357968,111.2216501,114.0989231,111.7794463,10.83006405,29.42111344
Cu2Zn1Ge1Se2Te2_stannite,HSE+SOC,-0.469813893,-1.109681063,0.717339619,14.01907409,14.04829661,13.87100742,108.0931785,116.5502563,109.3240693,10.92312338,21.37911594
Cu2Zn1Ge1Se3Te1_kesterite,HSE+SOC,-0.54527177,-1.182246034,0.955118794,14.26198619,13.56479601,13.50653005,108.7460348,108.2290626,111.034854,10.47430065,28.83522475
Cu2Zn1Ge1Se3Te1_stannite,HSE+SOC,-0.572616602,-1.097256486,0.54032399,13.86926252,14.5827,13.84150474,115.2946189,108.6643003,113.629295,11.8617566,11.07739132
Cu2Zn1Ge1Se4_kesterite,HSE+SOC,-0.660755729,-1.187303365,1.380930379,6.97334979,6.86760431,13.64532153,109.9513571,115.5321041,110.5596763,8.010089342,39.7317835
Cu2Zn1Ge1Se4_stannite,HSE+SOC,-0.65327127,-1.127023315,1.040967763,6.889118036,6.878103707,13.65021024,111.6505187,108.5532197,115.7455952,8.930266503,30.13899725
Cu2Zn1Ge1Te4_kesterite,HSE+SOC,-0.377587959,-1.388603774,0.539021462,7.520223426,7.624580641,14.41643973,111.7519933,115.3230002,110.95232,14.82800202,12.42836225
Cu2Zn1Ge1Te4_stannite,HSE+SOC,-0.357183109,-1.364147403,0.287445249,7.267360863,7.567345029,15.38339885,115.8498582,111.0414806,115.7808799,24.24032478,5.062613207
Cu2Zn1Sn0.25Zr0.75S2Se2_kesterite,HSE+SOC,-1.043562817,-0.086959276,-0.253725229,13.5030677,14.23885675,13.28619622,108.1969154,110.1128773,113.4836523,6.668420898,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,HSE+SOC,-1.009050875,-0.072432699,2.212675003,13.74788533,14.08627042,13.7975222,112.2582292,110.6046724,114.5570733,7.142858413,32.8771454
Cu2Zn1Sn0.25Zr0.75S4_kesterite,HSE+SOC,-1.103396539,-0.137122174,2.935645295,13.4082994,13.45066594,13.58355024,112.5350274,111.5333223,113.9153057,11.087568,19.78949803
Cu2Zn1Sn0.5Ge0.5S4_kesterite,HSE+SOC,-0.790299903,-1.305073382,1.839722678,13.03330606,13.64190621,13.10236786,108.0554732,112.2865605,112.3296404,5.503945822,39.70807468
Cu2Zn1Sn0.5Ge0.5S4_stannite,HSE+SOC,-0.764499074,-1.237671279,1.938067717,12.91011345,13.12281852,12.97033345,116.7939953,110.8320316,109.0024846,5.095572157,38.65863112
Cu2Zn1Sn0.5Ge0.5Se4_kesterite,HSE+SOC,-0.671122942,-1.14422559,1.104070273,13.44423131,13.94686593,13.51186958,111.2944154,114.3608589,108.6210772,9.204093936,33.53868973
Cu2Zn1Sn0.5Ge0.5Se4_stannite,HSE+SOC,-0.64786592,-1.178908107,0.803322859,13.45150267,13.67754514,13.5322183,114.7666226,108.7174296,116.5072974,9.958677088,24.62727915
Cu2Zn1Sn0.5Ge0.5Te4_kesterite,HSE+SOC,-0.359949967,-1.323828468,0.382049899,14.63040693,14.37168207,14.35878154,112.1004088,110.1662956,116.6445348,13.06325702,5.751305306
Cu2Zn1Sn0.5Ge0.5Te4_stannite,HSE+SOC,-0.383583164,-1.279304041,0.06636654,14.23914757,15.03212716,14.39955895,116.481013,115.9966008,108.7627117,14.0676795,5.201643212
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,HSE+SOC,-0.90407576,-0.47735119,1.869830247,13.59137992,14.24312088,14.01196496,111.5261144,109.7740001,111.3623142,4.963384406,37.16302236
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,HSE+SOC,-0.909962798,-0.418718269,1.921961575,13.32020987,14.00607283,14.06392796,115.4329537,116.1781903,115.7970981,6.654803275,38.0519029
Cu2Zn1Sn0.5Zr0.5S4_kesterite,HSE+SOC,-0.997282731,-0.46450454,2.381492008,13.56652164,13.01020842,13.29946974,113.6769751,112.4907366,114.3995678,7.339086665,32.97335862
Cu2Zn1Sn0.5Zr0.5S4_stannite,HSE+SOC,-1.011257089,-0.465528354,2.199051394,13.50327455,13.49044032,12.79747409,108.040751,108.7299573,110.7961229,6.579296917,35.78965022
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,HSE+SOC,-0.845062077,-0.334439535,1.957217496,14.12529562,14.11975055,13.70163362,112.7410579,115.567671,114.5119716,10.92629808,35.82845259
Cu2Zn1Sn0.5Zr0.5Se4_stannite,HSE+SOC,-0.839230271,-0.309863437,1.389709695,14.61646715,14.28377247,14.36861264,113.3862389,110.2165787,108.0321078,8.898405102,41.23574558
Cu2Zn1Sn0.5Zr0.5Te4_kesterite,HSE+SOC,-0.511150334,-0.747532805,1.110418057,14.83917808,14.79478358,15.3639635,115.8373071,116.0108549,112.0050795,9.287507213,34.02818238
Cu2Zn1Sn0.5Zr0.5Te4_stannite,HSE+SOC,-0.512455702,-0.73666793,0.911172782,15.69641996,15.42966693,14.66758964,115.9158207,115.5528663,109.2739163,9.570345519,27.17633451
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,HSE+SOC,-0.823073025,-0.881803365,1.711071573,13.51498433,13.77012185,13.39220862,108.4948031,108.2292062,112.8416769,8.473888119,40.74476237
Cu2Zn1Sn0.75Zr0.25S2Se2_stannite,HSE+SOC,-0.843674506,-0.830815739,1.365366826,13.67775855,13.57119774,13.66584222,112.3585117,112.6718591,110.4764096,5.280085203,37.98230342
Cu2Zn1Sn0.75Zr0.25S4_kesterite,HSE+SOC,-0.892847407,-0.850509358,2.042039858,13.33921422,13.3123187,13.71711941,111.8507952,111.6405805,109.7715527,2.960460215,37.05183687
Cu2Zn1Sn0.75Zr0.25S4_stannite,HSE+SOC,-0.883268681,-0.799033457,2.045381426,13.9396885,13.27783311,13.60445252,116.4180671,109.133588,112.3934753,2.82887036,34.9622445
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,HSE+SOC,-0.745072416,-0.784857131,1.316300431,13.79803436,14.65390088,13.83176444,114.6596529,110.5539739,110.5624344,8.689621967,38.78998737
Cu2Zn1Sn0.75Zr0.25Se4_stannite,HSE+SOC,-0.77825644,-0.755161005,1.342866597,13.60530199,14.43203269,13.65013546,113.79368,113.105539,110.6281198,5.486927052,39.6191042
Cu2Zn1Sn1S1Se1Te2_stannite,HSE+SOC,-0.526658043,-1.003539664,0.42982085,13.79427997,14.49066502,13.93354591,110.8954926,111.1584402,110.4348978,10.75835423,7.106417757
Cu2Zn1Sn1S1Se2Te1_kesterite,HSE+SOC,-0.611590398,-1.012316237,0.969619232,14.09021637,14.40178572,14.12822811,113.5691393,114.3077168,110.1697661,8.759227794,30.09859242
Cu2Zn1Sn1S1Se2Te1_stannite,HSE+SOC,-0.575540715,-1.027423524,0.441222306,13.49488341,13.6682028,13.80514566,108.0443741,114.2090802,109.4699049,11.57838225,7.115552012
Cu2Zn1Sn1S1Se3_kesterite,HSE+SOC,-0.726045812,-1.16250848,1.062525113,13.65563649,14.28445132,14.35643568,116.9699077,114.6135052,109.9825619,8.940421817,33.35809324
Cu2Zn1Sn1S1Se3_stannite,HSE+SOC,-0.719336313,-1.164984351,1.042865689,13.61030631,13.88760049,14.18312269,113.9468866,111.284068,112.1125228,7.572290114,31.08131335
Cu2Zn1Sn1S1Te3_kesterite,HSE+SOC,-0.452882432,-1.144784138,0.580276552,14.70761446,14.52632335,14.21962853,113.85419,113.7084394,112.2555297,11.84923348,14.32460948
Cu2Zn1Sn1S1Te3_stannite,HSE+SOC,-0.451808451,-0.912901717,0.046577777,14.76782698,14.23575647,13.92603155,113.6609437,113.8495328,109.3996625,12.09923743,5.025507621
Cu2Zn1Sn1S2Se1Te1_kesterite,HSE+SOC,-0.608088096,-1.065544355,0.807153503,14.45129485,14.04811947,13.67213002,108.9982988,108.8417692,114.637516,9.576667311,23.14947056
Cu2Zn1Sn1S2Se1Te1_stannite,HSE+SOC,-0.625261043,-0.993027538,0.529171032,13.39459793,13.45603289,14.25977198,112.4530824,116.8116227,110.0527813,9.57411627,11.82248977
Cu2Zn1Sn1S2Se2_kesterite,HSE+SOC,-0.717390959,-1.26088382,1.243357862,14.22593512,14.14555837,13.33473574,108.726741,114.0251251,112.7898978,7.54396049,36.27787178
Cu2Zn1Sn1S2Se2_stannite,HSE+SOC,-0.715459445,-1.120314404,1.220565182,13.48081518,13.59699205,13.55122601,114.0173781,113.7857571,109.8086138,6.845367053,37.36598732
Cu2Zn1Sn1S3Se1_kesterite,HSE+SOC,-0.759799454,-1.178726864,1.396747221,13.48050151,14.06260249,13.98613337,114.0909956,109.5196673,111.5701174,7.75520706,38.86373965
Cu2Zn1Sn1S3Se1_stannite,HSE+SOC,-0.753397899,-1.078448081,1.058181983,13.96272082,13.65624444,14.10325311,115.7840493,116.3891026,115.2876361,7.672109844,34.13237603
Cu2Zn1Sn1S3Te1_kesterite,HSE+SOC,-0.660094577,-0.939936132,0.811203485,14.17845706,13.55855605,13.85582531,112.7771268,109.7289708,112.4337724,9.363942585,22.78342716
Cu2Zn1Sn1S3Te1_stannite,HSE+SOC,-0.62806653,-0.899541758,0.426593762,13.50829344,13.37336015,13.27590669,108.6726605,115.5481458,117.0774629,8.893516682,6.818017633
Cu2Zn1Sn1S4_kesterite,HSE+SOC,-0.744885087,-1.031389338,1.810888092,6.57015106,6.698589173,13.02751649,108.6304999,109.4969359,116.6576129,5.555516497,39.70747821
Cu2Zn1Sn1S4_stannite,HSE+SOC,-0.756931312,-1.012911416,1.653439257,6.593221331,6.731650989,12.89005691,111.7440973,111.2246187,115.3103071,5.887402106,40.81931308
Cu2Zn1Sn1Se1Te3_stannite,HSE+SOC,-0.434538324,-1.094372473,0.024461388,14.9959575,14.42192264,14.86497929,110.5856019,114.0514097,111.7867171,14.1593303,4.96410076
Cu2Zn1Sn1Se2Te2_stannite,HSE+SOC,-0.530689617,-1.098496034,0.625229959,14.28162928,14.04169977,14.92453497,112.1077339,112.3474706,109.2326132,11.13801031,16.96192641
Cu2Zn1Sn1Se3Te1_kesterite,HSE+SOC,-0.58970188,-1.109900937,0.760140323,14.57417263,14.51405784,14.16674055,108.1919589,114.9416256,111.7622534,10.66325708,21.50226579
Cu2Zn1Sn1Se3Te1_stannite,HSE+SOC,-0.589531181,-1.057899151,0.386720157,14.22612479,14.63722543,14.36765223,116.0483117,110.9264541,110.874868,13.91157236,4.847420287
Cu2Zn1Sn1Se4_kesterite,HSE+SOC,-0.698069333,-1.131729332,0.955630778,7.022814935,7.044978799,14.49299293,114.6441476,113.7406775,110.0327767,8.81550004,29.3958409
Cu2Zn1Sn1Se4_stannite,HSE+SOC,-0.687439131,-1.074263263,0.794252802,6.918453794,7.130839188,14.59683875,112.9072672,108.6513372,115.6707044,9.887540866,23.0786614
Cu2Zn1Sn1Te4_kesterite,HSE+SOC,-0.418129943,-1.547426069,0.691165813,7.361423547,7.73912667,15.00083751,110.0737787,112.7566083,109.6082115,16.28364942,18.4702933
Cu2Zn1Sn1Te4_stannite,HSE+SOC,-0.43115011,-1.533023554,0.458114162,7.531217003,7.400025783,15.61314779,113.2575117,116.7851997,113.6132886,25.14581268,7.092860191
Cu2Zn1Zr1S1Se2Te1_kesterite,HSE+SOC,-0.965333294,0.486191302,1.641578485,13.71253859,14.20488968,13.53210806,109.2291276,112.7785993,109.3205775,9.24297037,41.82502412
Cu2Zn1Zr1S1Se2Te1_stannite,HSE+SOC,-0.976267432,0.434607609,1.194057234,14.34066737,14.14612998,14.4456384,112.5202178,112.9983723,112.6847823,9.149606686,36.22153905
Cu2Zn1Zr1S1Se3_kesterite,HSE+SOC,-1.043619194,0.403537359,1.923421175,14.19315709,14.33800557,13.42324191,111.5942752,111.8836247,114.4661036,7.011372425,37.80436461
Cu2Zn1Zr1S1Se3_stannite,HSE+SOC,-1.102679886,0.375583221,2.170952753,14.01862378,13.87807465,14.280866,110.5867272,114.6226804,107.7707203,7.714296317,33.57129664
Cu2Zn1Zr1S1Te3_kesterite,HSE+SOC,-0.71360109,0.367073583,1.303648151,14.05890375,14.83005544,14.95913859,112.2514798,116.0861885,117.9401009,9.897946012,37.8852033
Cu2Zn1Zr1S2Se1Te1_kesterite,HSE+SOC,-0.981855524,0.46144148,1.356543482,14.00962375,13.82849432,13.78134879,111.5366257,114.7885808,112.7486922,8.530845381,36.68569586
Cu2Zn1Zr1S2Se1Te1_stannite,HSE+SOC,-0.958172608,0.449275235,1.1728823,14.52714192,14.47408095,13.27270487,115.9748931,109.9233804,108.5318495,8.834374235,34.07258986
Cu2Zn1Zr1S2Se2_kesterite,HSE+SOC,-1.094089398,0.313982759,2.236650301,14.0662451,14.13957197,13.99680727,109.993351,110.3236069,108.1071122,9.761957709,31.3129052
Cu2Zn1Zr1S2Se2_stannite,HSE+SOC,-1.136789293,0.292918431,2.304833612,14.39272364,13.69628597,13.11529482,115.1116525,110.8061613,113.4809734,8.468634564,32.98765757
Cu2Zn1Zr1S2Te2_kesterite,HSE+SOC,-0.898691898,0.466107322,1.630141945,14.18527732,14.04125914,14.23794928,112.4119683,114.6958785,114.0008054,7.15153775,41.420724
Cu2Zn1Zr1S3Se1_stannite,HSE+SOC,-1.16390266,0.275804459,1.92891648,13.15067314,13.48327467,13.8611014,109.194979,108.2187377,115.6054839,7.903062622,35.73369206
Cu2Zn1Zr1S3Te1_kesterite,HSE+SOC,-1.04719398,0.401532944,1.322084487,13.28310698,13.48803252,13.35350609,109.2482061,113.3577515,114.5717979,8.800934934,37.85907122
Cu2Zn1Zr1S3Te1_stannite,HSE+SOC,-1.0056713,0.349712394,1.180979003,14.04020318,14.41796163,13.8279416,109.024603,108.1221523,109.5394892,8.290235996,35.2500213
Cu2Zn1Zr1S4_kesterite,HSE+SOC,-1.212215022,0.226854799,2.875116027,13.25338597,13.15847223,13.327093,109.2114222,114.9588378,112.1239443,9.193089003,21.73501403
Cu2Zn1Zr1S4_stannite,HSE+SOC,-1.188642277,0.224335288,2.166569349,13.95514408,14.01998653,12.91772363,112.6741491,108.508898,112.2068581,7.762245137,35.58911908
Cu2Zn1Zr1Se3Te1_stannite,HSE+SOC,-0.863633814,0.547900581,1.198376175,13.92151527,14.68130707,14.42631871,113.7698502,116.6289654,110.4356258,9.28180242,37.09910988
Cu2Zn1Zr1Se4_kesterite,HSE+SOC,-1.012793419,0.512307262,1.851158986,13.82040039,13.73814279,14.06260235,108.7247271,116.9853214,116.2390818,8.520304776,38.28685851
Cu2Zn1Zr1Se4_stannite,HSE+SOC,-1.055366053,0.548389869,1.877853092,13.89064227,14.1824724,13.66323445,116.6578353,116.7466035,113.1293822,7.89614995,37.69111414
Cu2Zn1Zr1Te4_kesterite,HSE+SOC,-0.553892721,0.527588693,1.197985792,15.30023841,14.81143348,15.13150638,111.7703238,108.9245944,109.6619287,11.12666374,34.93967275
Cu2Zn1Zr1Te4_stannite,HSE+SOC,-0.555944575,0.628452919,1.264940854,14.55734651,14.91777288,14.1699457,108.6914693,108.6096101,113.5957986,9.098831101,38.11545486
K0.5Ag0.5Al0.5Ga0.5S1Te1_stannite,HSE+SOC,-0.808288156,0.123715256,0.772835883,13.78251673,14.29188337,17.88857578,110.1042864,116.847793,115.4431811,5.813369836,20.6616374
K0.5Ag0.5Al0.5In0.5S2_kesterite,HSE+SOC,-1.134263048,-0.436706437,3.452423822,15.5338739,15.7689223,11.95207755,110.6942707,112.6598295,110.59518,4.25747158,11.32082163
K0.5Ag0.5Al1S1Te1_kesterite,HSE+SOC,-0.973499643,-0.155009415,3.134809459,17.2502045,17.30571504,11.80638965,112.7271734,113.0063048,101.6634714,4.403482733,16.20117737
K0.5Ag0.5Al1S1Te1_stannite,HSE+SOC,-0.943287701,0.130426353,1.129189174,14.17132628,13.62130513,17.18196699,113.7377322,110.8833613,116.867993,5.840268288,30.30438323
K0.5Ag0.5Al1S2_kesterite,HSE+SOC,-1.295033091,-0.46440075,3.755769661,15.37120151,15.62210244,11.33546473,108.6296859,114.8122283,115.3011946,4.84339021,5.425755963
K0.5Ag0.5Al1Se1Te1_kesterite,HSE+SOC,-0.961652086,-0.350797568,2.631700067,16.37151177,16.12091021,12.83080324,112.6998934,112.3191656,108.3491286,5.612240432,23.74438993
K0.5Ag0.5Al1Se1Te1_stannite,HSE+SOC,-0.912325742,-0.215644557,0.83657597,14.56582588,15.0958996,17.66059962,111.5468975,110.9520917,108.6611785,6.740710963,23.55867569
K0.5Ag0.5Al1Se2_kesterite,HSE+SOC,-1.165543365,-0.301911613,2.744896811,16.03465852,16.62920741,12.33997115,108.3909369,114.8993211,112.3584604,5.682386412,21.48211577
K0.5Ag0.5Al1Se2_stannite,HSE+SOC,-1.134100702,-0.271892018,1.805347876,13.79303701,14.05819442,17.78144193,116.2001113,114.2455417,112.0856903,5.485249834,38.06507364
K0.5Ag0.5Al1Te2_kesterite,HSE+SOC,-0.712266672,-0.006349064,2.581252033,16.6505066,16.97898937,13.65372411,110.8140979,111.0610529,114.5668772,5.4875032,26.4331289
K0.5Ag0.5Al1Te2_stannite,HSE+SOC,-0.755770775,-0.134246968,1.489383076,14.99659065,14.82799275,18.64284265,109.4983985,110.0296766,109.9450333,6.356933801,41.00882735
K0.5Ag0.5Ga0.5In0.5Se1Te1_kesterite,HSE+SOC,-0.762865941,-0.424908924,1.822232417,17.66107997,15.92007778,13.52359915,114.092073,111.9253736,107.6358299,7.150808592,39.25160804
K0.5Ag0.5Ga0.5In0.5Se1Te1_stannite,HSE+SOC,-0.790706025,-0.350328955,0.589069147,14.4949976,15.47912731,18.25917137,113.4713023,114.9008827,116.7852309,7.64725614,14.87864336
K0.5Ag0.5Ga1S2_kesterite,HSE+SOC,-1.039609011,-0.413787634,3.529556077,15.48994871,16.24622922,11.99569613,114.3742858,109.5763233,112.1764177,5.942994223,7.897668834
K0.5Ag0.5Ga1S2_stannite,HSE+SOC,-0.978987752,-0.386033865,2.447779363,12.6732541,12.99590945,16.64184939,112.6335269,116.876571,110.6553632,3.419621579,29.96512965
K0.5Ag0.5Ga1Se2_kesterite,HSE+SOC,-0.914355786,-0.213628966,2.357866775,16.55008123,16.55523191,12.33661749,109.0052697,110.4645229,108.3233735,4.59983957,30.80856889
K0.5Ag0.5Ga1Se2_stannite,HSE+SOC,-0.918068539,-0.204331852,1.186776704,13.4598475,13.56925374,17.73052106,116.1475894,116.3437203,116.0940732,5.248269666,37.57184835
K0.5Ag0.5Ga1Te2_kesterite,HSE+SOC,-0.570965956,0.065292534,1.603456401,17.96651954,17.51232819,13.67277487,112.440312,116.3550727,112.2220357,6.359664131,41.02503004
K0.5Ag0.5Ga1Te2_stannite,HSE+SOC,-0.601081659,-0.054616072,0.582885742,15.52025825,15.39795348,18.26859599,115.9497157,113.681373,111.1742941,8.735281324,14.42218923
K0.5Ag0.5In1S2_kesterite,HSE+SOC,-0.856033741,-0.35992453,2.405888556,15.58575186,16.01581624,13.32780795,110.0000392,116.2691033,111.0917198,4.537024279,32.09536542
K0.5Ag0.5In1S2_stannite,HSE+SOC,-0.9542826,-0.483422985,1.966678146,13.72616481,13.59235346,16.02000225,111.8323186,112.0174653,115.7050823,4.184422963,36.5644068
K0.5Ag0.5In1Se2_kesterite,HSE+SOC,-0.840292233,-0.232044547,1.783057924,16.77850892,16.98145913,14.11669076,109.8297362,108.2294763,112.6389421,4.896348844,40.89299522
K0.5Ag0.5In1Se2_stannite,HSE+SOC,-0.891860337,-0.37686646,1.093824751,15.24153914,15.08849232,17.42763142,114.3751275,114.3227956,114.8293774,4.692155414,33.35618284
K0.5Ag0.5In1Te2_kesterite,HSE+SOC,-0.565309662,-0.235635349,1.39970513,18.06129544,17.81476016,15.71920115,111.1765129,111.5740913,113.0421297,7.504923304,41.57180423
K0.5Ag0.5In1Te2_stannite,HSE+SOC,-0.661754441,-0.455792163,0.825191877,15.7876941,16.1266431,19.06530354,115.6738421,113.629785,112.7083637,7.385377805,26.32803995
K0.5Ag1.5Ba1Ge1S4_stannite,HSE+SOC,-1.174933403,-0.713667595,3.270010992,15.22946312,15.21307916,13.14439002,112.9785359,111.9897353,116.4781977,4.419023304,11.69605717
K0.5Ag1.5Ba1Sn1Te4_kesterite,HSE+SOC,-0.376971918,3.935014203,1.648710488,16.37341974,15.76750854,15.57950952,109.3775734,110.9806176,111.4959154,7.149699568,40.05433963
K0.5Ag1.5Ba1Zr1S4_kesterite,HSE+SOC,-1.511170697,1.650532474,2.822137199,15.20421714,14.59504645,15.06369118,111.4649013,109.936378,115.310071,4.557853594,23.21529136
K0.5Ag1.5Ba1Zr1Se4_kesterite,HSE+SOC,-1.382840549,2.437375252,2.289270091,14.729223,14.84293652,15.25932798,110.6802341,108.9522401,114.3179178,5.520363699,34.02656386
K0.5Ag1.5Ba1Zr1Te4_kesterite,HSE+SOC,-0.682994555,4.318695329,1.592269645,15.41480387,15.22045944,15.56980321,114.7670112,112.2793648,110.5846038,7.753242308,38.60530549
K0.5Ag1.5Ca1Ge1Se4_stannite,HSE+SOC,-0.963530909,0.585205789,2.058505207,15.24065502,14.96727051,15.25040773,111.9973965,116.145896,108.7712587,2.975729782,35.97020777
K0.5Ag1.5Ca1Zr1S4_kesterite,HSE+SOC,-1.534358719,1.541026976,3.123976511,14.14643073,14.97415289,14.22669575,111.9934377,115.2216489,110.6474797,3.970979536,13.73547167
K0.5Ag1.5Cd1Ge1S4_kesterite,HSE+SOC,-0.646471766,-0.61442082,2.276999255,14.67012445,14.2182567,13.29736447,112.7951005,108.0692972,108.6853959,2.538420226,33.81488762
K0.5Ag1.5Cd1Ge1Se4_kesterite,HSE+SOC,-0.572783558,-0.189727387,1.614712655,15.03353297,15.45082669,14.34904467,111.8342428,113.0278914,109.1721602,4.745426585,39.28199775
K0.5Ag1.5Cd1Ge1Se4_stannite,HSE+SOC,-0.562123411,0.036835564,0.899312649,14.68198896,14.23932505,15.49101653,112.5727488,113.6906136,114.608034,5.338285382,27.72374032
K0.5Ag1.5Cd1Ge1Te4_kesterite,HSE+SOC,-0.250076598,0.786499316,1.264937607,15.42642029,15.59064229,15.4912461,113.5254158,110.9708507,113.7997159,8.784064859,38.0344507
K0.5Ag1.5Cd1Ge1Te4_stannite,HSE+SOC,-0.226421824,0.865279754,0.694580753,14.86712899,14.96627667,16.22823254,108.0250998,115.4344823,109.4095106,9.937971477,19.94881745
K0.5Ag1.5Cd1Sn1S4_kesterite,HSE+SOC,-0.635865933,-0.165637453,2.192505009,14.87889899,14.10390061,13.54695047,111.2117108,108.178581,110.7975522,3.891296053,34.3908775
K0.5Ag1.5Cd1Sn1S4_stannite,HSE+SOC,-0.618646639,-0.130079693,1.501679677,14.10174711,13.76864619,14.79868169,108.0677709,116.4357453,113.9189855,3.679171802,39.1444684
K0.5Ag1.5Cd1Sn1Se4_stannite,HSE+SOC,-0.55624638,0.384011953,0.956012171,14.57580825,14.9082887,15.00147373,111.5712181,112.4134768,108.7751521,5.702764831,29.7580872
K0.5Ag1.5Cd1Zr1S4_kesterite,HSE+SOC,-1.053138841,0.977408764,3.073984163,14.53813684,14.76403587,13.94485824,110.9604832,112.5344936,109.8556056,4.16852504,16.37180447
K0.5Ag1.5Cd1Zr1S4_stannite,HSE+SOC,-1.124427022,0.882730408,2.792226969,14.63926888,14.50645593,14.36870213,114.7483902,113.101743,108.4123072,5.031126389,23.81066116
K0.5Ag1.5Cd1Zr1Se4_kesterite,HSE+SOC,-0.973684457,1.667987403,2.213463852,15.1971031,14.42923315,14.20493418,110.6244662,108.5798678,111.801376,6.904084239,35.84106009
